"","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Accession"
"ASV53","Eukaryota","SAR","Alveolata","Dinoflagellata","Peridiniales","Heterocapsa","Heterocapsa_triquetra","AY421787.1.1788"
"ASV54","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Maullinia","uncultured_eukaryote","AB252759.1.1675"
"ASV55","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida",NA,NA
"ASV56","Eukaryota","SAR","Alveolata","Apicomplexa","Novel_Apicomplexa_Class_1","uncultured_eukaryote","uncultured_eukaryote","EF100264.1.1339"
"ASV58","Eukaryota","SAR","Alveolata","Dinoflagellata","Suessiaceae","Biecheleria","Biecheleria_sp._NR-2014","KF463288.1.1760"
"ASV60","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_I","uncultured_eukaryote","AB191417.1.1674"
"ASV61","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodinium_clade","Chytriodinium","Dissodinium_pseudolunula","FJ473378.1.1217"
"ASV63","Eukaryota","SAR","Alveolata","Dinoflagellata","Suessiaceae","Pelagodinium","Pelagodinium_beii","KF422623.1.1648"
"ASV64","Eukaryota","SAR","Alveolata","Ciliophora","Oligotrichia","Strombidium","uncultured_alveolate",NA
"ASV65","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Calanoida","Onychocamptus_bengalensis","JF326206.1.1694"
"ASV67","Eukaryota","SAR","Alveolata","Ciliophora","Suctoria","Ephelota","Ephelota_gemmipara","EU600180.1.1696"
"ASV69","Eukaryota","SAR","Stramenopiles","Ochrophyta","Fragilariales","Striatella","Striatella_unipunctata","JX419383.1.1618"
"ASV70","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Porcellidium_ofunatense","KR048741.1.1691"
"ASV73","Eukaryota","SAR","Rhizaria","Cercozoa","Vampyrellidae","uncultured","uncultured_freshwater_eukaryote",NA
"ASV75","Eukaryota","SAR","Alveolata","uncultured","uncultured_marine_picoplankton","uncultured_marine_picoplankton","uncultured_marine_picoplankton","FJ832117.1.1590"
"ASV80","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Olpidiopsis","Olpidiopsis_sp._4439","Olpidiopsis_sp._4439","AB363063.1.1731"
"ASV82","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodiniphycidae","Gyrodinium","uncultured_marine_picoplankton","FJ832124.1.1587"
"ASV83","Eukaryota","SAR","Alveolata","Apicomplexa","Eugregarinorida","Lecudina","uncultured_eukaryote",NA
"ASV84","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Maullinia","uncultured_eukaryote","AB252759.1.1675"
"ASV88","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","uncultured","uncultured_eukaryote","uncultured_eukaryote",NA
"ASV89","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Harpacticus_nipponicus","KR048736.1.1710"
"ASV93","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Monogononta","Ploimida","Proales_reinhardti","DQ297718.1.1759"
"ASV95","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Maullinia","uncultured_eukaryote","AB252759.1.1675"
"ASV97","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Amonardia_coreana","KT030261.1.1604"
"ASV99","Eukaryota","SAR","Stramenopiles","Ochrophyta","Fragilariales","Licmophora","Licmophora_abbreviata","AY633761.1.1731"
"ASV100","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_I","uncultured_marine_alveolate","JF826363.1.1596"
"ASV102","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Calanoida","Paracalanus_parvus","JX995313.1.1747"
"ASV104","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_I","uncultured_marine_eukaryote","AY129056.1.1784"
"ASV105","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Navicula","museum_specimen_metagenome","BCQL01002861.1133.2914"
"ASV108","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Maullinia","uncultured_eukaryote","AB252759.1.1675"
"ASV109","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Phaeodactylum","Phaeodactylum_sp._Phtle","EF473735.1.1752"
"ASV110","Eukaryota","SAR","Alveolata","Dinoflagellata","Gonyaulacales","Alexandrium","uncultured_Alexandrium",NA
"ASV111","Eukaryota","SAR","Alveolata","Ciliophora","Heterotrichea","Eufolliculina","uncultured_eukaryote","JX457419.1.1487"
"ASV112","Eukaryota","SAR","Stramenopiles","Ochrophyta","Rhizosolenids","Rhizosolenia","Rhizosolenia_setigera","AY485509.1.1646"
"ASV113","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodiniphycidae","Amphidinium","Amphidinium_sp._HG115","AB103390.1.1751"
"ASV116","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodiniphycidae","Gyrodinium","uncultured_marine_dinoflagellate","FJ914485.1.1512"
"ASV119","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Zaus_unisetosus","KR048737.1.1657"
"ASV122","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida",NA,NA
"ASV123","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Harpacticus_sp._France_RJH_2007","EU380285.1.1786"
"ASV124","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Ameira_scotti","EU380303.1.1790"
"ASV125","Eukaryota","SAR","Alveolata","Dinoflagellata","Thoracosphaeraceae","Oodinium",NA,NA
"ASV127","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Chytridiaceae","Chytridium","Chytridium_polysiphoniae","AY032608.1.1766"
"ASV130","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","uncultured_marine_picoeukaryote","uncultured_marine_picoeukaryote","FR874326.1.1777"
"ASV131","Eukaryota","Cryptophyceae","Cryptomonadales","Teleaulax","uncultured_marine_eukaryote","uncultured_marine_eukaryote","uncultured_marine_eukaryote","DQ310300.1.1317"
"ASV132","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodinium_clade","Pheopolykrikos","Pheopolykrikos_beauchampii","DQ371294.1.1754"
"ASV133","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Cymbella","Cocconeis_sp._1_MPA-2013","KC309479.1.1621"
"ASV135","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Dactylopusia_pauciarticulata","KR048735.1.1672"
"ASV136","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Maullinia","uncultured_eukaryote","AB252759.1.1675"
"ASV137","Eukaryota","SAR","Stramenopiles","Ochrophyta","Laminariales","Lessonia","Saccharina_japonica","EU293553.1.1716"
"ASV138","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_I","uncultured_eukaryote","KJ760791.1.1789"
"ASV140","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Ulotrichales","Halochlorococcum",NA,NA
"ASV142","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_I","uncultured_marine_picoeukaryote","FR874284.1.1791"
"ASV144","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Maullinia","uncultured_eukaryote","AB252759.1.1675"
"ASV145","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Amonardia_coreana","KT030261.1.1604"
"ASV146","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","uncultured_eukaryote","JX457410.1.1537"
"ASV147","Eukaryota","SAR","Rhizaria","Cercozoa","Novel_Clade_Gran-1","Uncultured_Cercozoa","Uncultured_Cercozoa","AY620365.1.1266"
"ASV149","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","uncultured","uncultured_eukaryote","uncultured_eukaryote","EF100276.1.1334"
"ASV150","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_I","uncultured_marine_eukaryote",NA
"ASV151","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Dactylopusia_pauciarticulata","KR048735.1.1672"
"ASV152","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Incertae_Sedis","Rhexocercosporidium","Rhexocercosporidium_sp._DSE48.1b","AJ864396.1.2583"
"ASV155","Eukaryota","SAR","Alveolata","Dinoflagellata","Suessiaceae","Symbiodinium",NA,NA
"ASV156","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Skeletonema","Skeletonema_marinoi","EF138940.1.1680"
"ASV158","Eukaryota","SAR","Alveolata","Dinoflagellata","Prorocentrales","Prorocentrum","Prorocentrum_foraminosum","JX912166.1.1789"
"ASV159","Eukaryota","SAR","Rhizaria","Cercozoa","Novel_Clade_2","uncultured_eukaryote","uncultured_eukaryote","AB191411.1.1710"
"ASV160","Eukaryota","SAR","Alveolata","Apicomplexa","Archigregarinorida","Selenidium","uncultured_eukaryote","EF100333.1.1348"
"ASV161","Eukaryota","SAR","Alveolata","Ciliophora","Suctoria","Acineta","uncultured_marine_picoeukaryote","FR874823.1.1704"
"ASV162","Eukaryota","SAR","Alveolata","Ciliophora","Nassophorea","Zosterodasys","Zosterodasys_transverses","EU286812.1.1746"
"ASV163","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_I","uncultured_eukaryote","AB252762.1.1701"
"ASV166","Eukaryota","SAR","Alveolata","Ciliophora","Suctoria","Paracineta","Paracineta_limbata","FJ865207.1.1676"
"ASV169","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Porcellidium_ofunatense","KR048741.1.1691"
"ASV172","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Labyrinthulaceae","Labyrinthula","uncultured_eukaryote",NA
"ASV173","Eukaryota","SAR","Alveolata","Dinoflagellata","Suessiaceae","Biecheleria",NA,NA
"ASV176","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Maullinia","uncultured_eukaryote","AB252759.1.1675"
"ASV177","Eukaryota","SAR","Alveolata","Protalveolata","Perkinsidae","Parvilucifera","Parvilucifera_rostrata","KF359483.1.1699"
"ASV180","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Pseudoperkinsidae","Pseudoperkinsus","Pseudoperkinsus_tapetis","AF192386.1.1794"
"ASV184","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Maullinia","uncultured_eukaryote","AB252759.1.1675"
"ASV185","Eukaryota","SAR","Alveolata","Apicomplexa","Eugregarinorida","Lecudina","Lecudina_polymorpha_morphotype_2","FJ832158.1.1754"
"ASV190","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Maullinia","uncultured_eukaryote","AB252759.1.1675"
"ASV193","Eukaryota","Cryptophyceae","Cryptomonadales","uncultured","uncultured_marine_eukaryote","uncultured_marine_eukaryote","uncultured_marine_eukaryote","DQ310193.1.1541"
"ASV195","Eukaryota","SAR","Alveolata","Apicomplexa","Archigregarinorida","Selenidium","uncultured_eukaryote","EF100333.1.1348"
"ASV201","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellales","Bathycoccus",NA,NA
"ASV202","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodiniphycidae","Gyrodinium","uncultured_marine_plankton","FJ832101.1.1590"
"ASV203","Eukaryota","SAR","Stramenopiles","Ochrophyta","Fucales","Sargassum","Halosiphon_tomentosus","L43056.1.1773"
"ASV204","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Monogononta","Ploimida","Proales_reinhardti","DQ297718.1.1759"
"ASV206","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_II","uncultured_eukaryote",NA
"ASV209","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Navicula","Navicula_cf._normaloides_CU-2016a","KU867915.1.1700"
"ASV213","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Calanoida","Pseudocalanus_sp._AC-2010","GU594644.1.1701"
"ASV216","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Thalassiosira","Thalassiosira_sp._RCC2560","KT861003.1.1645"
"ASV218","Eukaryota","SAR","Stramenopiles","Ochrophyta","Fragilariales","Grammonema","Grammonema_striatula","AY485474.1.1689"
"ASV219","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Thalassiosira","Thalassiosira_oestrupii_var._venrickae","DQ514870.1.1749"
"ASV220","Eukaryota","SAR","Rhizaria","Cercozoa","Protaspidae","Cryothecomonas","uncultured_marine_eukaryote","DQ314811.1.1777"
"ASV221","Eukaryota","SAR","Alveolata","Dinoflagellata","Prorocentrales","Prorocentrum","Prorocentrum_foraminosum","JX912166.1.1789"
"ASV222","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonae","Pseudoperkinsidae","uncultured_eukaryote","KC315811.1.1644"
"ASV223","Eukaryota","SAR","Alveolata","Dinoflagellata","Thoracosphaeraceae","uncultured","uncultured_dinoflagellate","JN098204.1.1539"
"ASV227","Eukaryota","SAR","Alveolata","Ciliophora","Oligotrichia","Strombidium","uncultured_alveolate",NA
"ASV229","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","Aplanochytrium","Aplanochytrium_blankum","KX160007.1.1736"
"ASV230","Eukaryota","SAR","Alveolata","Ciliophora","Heterotrichea","Eufolliculina","Folliculina_WWS-2008","EU583992.1.1725"
"ASV231","Eukaryota","SAR","Rhizaria","Cercozoa","Ebriacea","Ebria","Ebria_tripartita","DQ303923.1.1816"
"ASV233","Eukaryota","SAR","Rhizaria","Cercozoa","Ebriacea","Ebria",NA,NA
"ASV234","Eukaryota","SAR","Alveolata","Ciliophora","Heterotrichea","Eufolliculina","uncultured_eukaryote","JX457419.1.1487"
"ASV237","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Chlamydomonadales","Oophila","Oophila_amblystomatis","KJ711191.1.1675"
"ASV238","Eukaryota","SAR","Rhizaria","Cercozoa","Protaspidae","Cryothecomonas",NA,NA
"ASV241","Eukaryota","SAR","Alveolata","Dinoflagellata","Suessiaceae","Pelagodinium","uncultured_marine_dinoflagellate","FJ914482.1.1529"
"ASV243","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Craspedida","Salpingoecidae","Salpingoeca_kvevrii","EU011930.1.1824"
"ASV244","Eukaryota","SAR","Alveolata","Apicomplexa","Archigregarinorida","Selenidium","Selenidium_cf._echinatum","KC110875.1.1860"
"ASV245","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Ophiocordycipitaceae","Ophiocordyceps","ascomycete_sp._MV_23C","EF638700.1.1439"
"ASV246","Eukaryota","SAR","Alveolata","Apicomplexa","Archigregarinorida","Selenidium","uncultured_eukaryote","EF100333.1.1348"
"ASV247","Eukaryota","SAR","Rhizaria","Cercozoa","Protaspidae","Protaspis","Uncultured_Cercozoa","HQ696569.1.1266"
"ASV248","Eukaryota","SAR","Alveolata","Dinoflagellata","Peridiniales","Heterocapsa","Heterocapsa_rotundata","AF274267.1.1752"
"ASV250","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophysiales","Sinophysis","uncultured_marine_eukaryote","DQ103837.1.1567"
"ASV252","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","uncultured","uncultured_eukaryote","uncultured_eukaryote","EF100276.1.1334"
"ASV253","Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","uncultured","uncultured_eukaryote","AB275049.1.1726"
"ASV254","Eukaryota","SAR","Rhizaria","Cercozoa","Paradiniidae","Paradinium","Paradinium_poucheti","EU189029.1.2030"
"ASV258","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida",NA,NA
"ASV259","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Thalassiosira","Thalassiosira_oestrupii_var._venrickae","DQ514870.1.1749"
"ASV261","Eukaryota","SAR","Alveolata","Ciliophora","Peritrichia","Cothurnia","Cothurnia_annulata","KU363275.1.1463"
"ASV263","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Maullinia","uncultured_eukaryote","AB252759.1.1675"
"ASV264","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodiniphycidae","Amphidinium","Amphidinium_steinii","LC054920.1.1761"
"ASV265","Eukaryota","SAR","Alveolata","Dinoflagellata","Peridiniales","Protoperidinium","uncultured_dinoflagellate","JN098207.1.1536"
"ASV266","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Ameira_scotti","EU380303.1.1790"
"ASV268","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida",NA,NA
"ASV271","Eukaryota","SAR","Alveolata","Dinoflagellata","Incertae_Sedis","Haplozoon","Haplozoon_axiothellae","AF274264.1.1757"
"ASV273","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Typhlamphiascus_typhlops","EU380292.1.1794"
"ASV275","Eukaryota","SAR","Alveolata","Dinoflagellata","Thoracosphaeraceae","uncultured","uncultured_dinoflagellate","JN098204.1.1539"
"ASV278","Eukaryota","SAR","Rhizaria","Cercozoa","Protaspidae","Protaspis","Uncultured_Cercozoa","FN690412.1.1721"
"ASV279","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Cylindrotheca","Cylindrotheca_sp.","KX981848.1.1606"
"ASV280","Eukaryota","SAR","Rhizaria","Cercozoa","Novel_Clade_Gran-1","Uncultured_Cercozoa","Uncultured_Cercozoa",NA
"ASV281","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Skeletonema",NA,NA
"ASV283","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Monogononta","Ploimida","Proales_reinhardti","DQ297718.1.1759"
"ASV284","Eukaryota","SAR","Alveolata","Ciliophora","Peritrichia","Pseudovorticella","uncultured_eukaryote","JX457446.1.1518"
"ASV286","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Prasinophytae","Pycnococcus_sp._KMMCC_P-54","Pycnococcus_sp._KMMCC_P-54","GQ122364.1.1671"
"ASV287","Eukaryota","SAR","Stramenopiles","Ochrophyta","Laminariales","Lessonia","Saccharina_japonica","EU293553.1.1716"
"ASV292","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Pseudo-nitzschia","uncultured_eukaryote","AY256254.1.1223"
"ASV293","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_III","uncultured_marine_dinoflagellate","FJ914411.1.1543"
"ASV294","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Novel_Clade_9","Uncultured_Cercozoa","AY620362.1.1277"
"ASV298","Eukaryota","SAR","Rhizaria","Cercozoa","Vampyrellidae","uncultured","uncultured_eukaryote",NA
"ASV299","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_I","uncultured_marine_eukaryote",NA
"ASV300","Eukaryota","Picozoa","Picomonadida","Picomonadidae","Picomonas","Picobiliphyte_sp._MS584-5","Picobiliphyte_sp._MS584-5","JN934890.1.1632"
"ASV301","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Amonardia_coreana","KT030261.1.1604"
"ASV302","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Labyrinthulaceae","Labyrinthula","Labyrinthula_sp.","KU559379.1.1666"
"ASV303","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Navicula",NA,NA
"ASV304","Eukaryota","SAR","Alveolata","Apicomplexa","Gregarinasina","Eugregarinorida","uncultured_eukaryote","AB275105.1.1652"
"ASV307","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Labyrinthulaceae","Labyrinthula","uncultured_eukaryote","EF100254.1.1366"
"ASV310","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Novel_Clade_9","Uncultured_Cercozoa","AY620362.1.1277"
"ASV311","Eukaryota","SAR","Stramenopiles","Ochrophyta","Sarcinochrysidales","Aureoumbra","Pelagophyceae_sp._CCMP2135","KF899841.1.1655"
"ASV312","Eukaryota","SAR","Alveolata","Apicomplexa","Eugregarinorida","Lecudina","Lecudina_cf._tuzetae",NA
"ASV315","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Diosaccus_ezoensis","KR048740.1.1704"
"ASV316","Eukaryota","SAR","Alveolata","Ciliophora","Suctoria","Paracineta","Paracineta_limbata","FJ865207.1.1676"
"ASV317","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Dactylopusia_pauciarticulata","KR048735.1.1672"
"ASV318","Eukaryota","SAR","Rhizaria","Cercozoa","Vampyrellidae","uncultured",NA,NA
"ASV320","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Lobulomycetaceae","uncultured","uncultured_fungus",NA
"ASV323","Eukaryota","SAR","Alveolata","Dinoflagellata","Gonyaulacales","Neoceratium",NA,NA
"ASV324","Eukaryota","Incertae_Sedis","Telonema","uncultured_Telonema","uncultured_Telonema","uncultured_Telonema","uncultured_Telonema","AM418562.1.1795"
"ASV327","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Navicula",NA,NA
"ASV331","Eukaryota","SAR","Stramenopiles","Ochrophyta","Pedinellales","Ciliophrys","Ciliophrys_infusionum","AB846664.4398.6147"
"ASV332","Eukaryota","SAR","Rhizaria","Cercozoa","Ebriacea","Ebria","Uncultured_Cercozoa","JF698766.1.1646"
"ASV334","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Pseudoperkinsidae","LKM51",NA,NA
"ASV337","Eukaryota","SAR","Alveolata","Ciliophora","Oligotrichia","Strombidium","uncultured_eukaryote",NA
"ASV338","Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","uncultured","uncultured_eukaryote",NA
"ASV339","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Chaetoceros","Chaetoceros_sp._RCC2564","KT861006.1.1622"
"ASV341","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Chaetoceros","Chaetoceros_cf._wighamii","KT860959.1.1635"
"ASV342","Eukaryota","SAR","Alveolata","Dinoflagellata","Gonyaulacales","Thecadinium","Thecadinium_inclinatum","DQ388458.1.1705"
"ASV343","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Gromochytriaceae","uncultured","uncultured_eukaryote","JF972676.1.1641"
"ASV346","Eukaryota","SAR","Rhizaria","Cercozoa","Protaspidae","Cryothecomonas","uncultured_eukaryote","AB275045.1.1719"
"ASV347","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Pseudoperkinsidae","Pseudoperkinsus",NA,NA
"ASV349","Eukaryota","SAR","Alveolata","Ciliophora","Oligotrichia","Strombidium",NA,NA
"ASV351","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida","Harpacticus_sp._France_RJH_2007","EU380285.1.1786"
"ASV352","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Stauroneis",NA,NA
"ASV354","Eukaryota","SAR","Rhizaria","Cercozoa","Novel_Clade_2","Uncultured_Cercozoa","Uncultured_Cercozoa","AY620331.1.1246"
"ASV355","Eukaryota","SAR","Alveolata","Apicomplexa","Archigregarinorida","Selenidium",NA,NA
"ASV357","Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysomerophyceae","Giraudyopsis","Giraudyopsis_sp._HSY-2011","HQ710557.1.1584"
"ASV358","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Harpacticoida",NA,NA
"ASV360","Eukaryota","SAR","Rhizaria","Cercozoa","Thaumatomonadidae","uncultured","Thaumatomastigidae_sp._1_JMS-2012","KC243116.1.1692"
"ASV361","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Skeletonema","Skeletonema_costatum","JF489957.1.1699"
"ASV363","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Salpingoecidae","Freshwater_Choanoflagellates_2",NA,NA
"ASV364","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Pyramimonadales","Pterosperma","Pterosperma_cristatum","AJ010407.1.1752"
"ASV365","Eukaryota","Excavata","Discoba","Jakobida","uncultured","Caprella_equilibra","Caprella_equilibra","AY743950.1.1724"
"ASV367","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellales","Micromonas","uncultured_Chlorophyta","JX840928.1.1380"
"ASV369","Eukaryota","SAR","Alveolata","Ciliophora","Peritrichia","Zoothamnium","Zoothamnium_alternans","DQ662855.1.1732"
"ASV370","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Prasinophytae","uncultured_phytoplankton","uncultured_phytoplankton","JQ420120.1.1784"
"ASV371","Eukaryota","SAR","Rhizaria","Cercozoa","Vampyrellidae","uncultured",NA,NA
"ASV372","Eukaryota","SAR","Alveolata","Ciliophora","Choreotrichia","Rimostrombidium","uncultured_alveolate","FN689905.1.1675"
