"","ASV2","ASV4","ASV6","ASV8","ASV16","ASV18","ASV19","ASV28","ASV34","ASV35","ASV41","ASV46","ASV49","ASV53","ASV56","ASV61","ASV64","ASV73","ASV75","ASV80","ASV99","ASV108","ASV110","ASV111","ASV112","ASV127","ASV130","ASV131","ASV137","ASV140","ASV147","ASV152","ASV156","ASV159","ASV160","ASV162","ASV180","ASV183","ASV193","ASV201","ASV203","ASV222","ASV223","ASV229","ASV231","ASV237","ASV243","ASV245","ASV247","ASV250","ASV252","ASV253","ASV254","ASV271","ASV286","ASV300","ASV302","ASV304","ASV311","ASV320","ASV324","ASV331","ASV343","ASV350","ASV357","ASV360","ASV363","ASV364","ASV365","ASV369","ASV382","ASV423","ASV426","ASV437","ASV467","ASV468","ASV480","ASV483","ASV491","ASV494","ASV518","ASV550","ASV553","ASV564","ASV575","ASV581","ASV589","ASV605","ASV607","ASV609","ASV630","ASV638","ASV639","ASV642","ASV645","ASV673","ASV682","ASV684","ASV685","ASV689","ASV692","ASV693","ASV720","ASV750","ASV756","ASV760","ASV785","ASV788","ASV792","ASV794","ASV800","ASV801","ASV804","ASV835","ASV840","ASV843","ASV863","ASV864","ASV867","ASV869","ASV877","ASV898","ASV915","ASV922","ASV924","ASV942","ASV965","ASV1008","ASV1034","ASV1039","ASV1041","ASV1046","ASV1050","ASV1072","ASV1075","ASV1088","ASV1107","ASV1141","ASV1144","ASV1155","ASV1162","ASV1168","ASV1179","ASV1192","ASV1196","ASV1219","ASV1236","ASV1249","ASV1263","ASV1294","ASV1344","ASV1361","ASV1362","ASV1373","ASV1374","ASV1393","ASV1417","ASV1419","ASV1422","ASV1439","ASV1440","ASV1467","ASV1489","ASV1492","ASV1501","ASV1506","ASV1513","ASV1557","ASV1566","ASV1570","ASV1589","ASV1592"
"waterCFId16",0,0,0,10,3,3,82,82,0,0,54,2,0,60,0,8,1,0,3,35,0,1,4,0,13,0,2,3,3,0,0,1,66,10,1,0,0,0,5,11,0,18,31,2,6,0,0,0,25,0,0,25,0,0,9,3,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,4,3,1,0,0,0,4,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCIA18",0,0,11,1,0,333,197,0,0,0,73,0,0,3,0,4,3,0,15,15,0,0,7,0,0,0,0,2,3,0,0,164,27,3,0,0,19,0,0,0,0,0,0,0,8,0,0,0,17,0,0,0,0,0,6,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCIB17",8,218,0,0,0,0,47,6,0,0,209,0,0,0,0,5,6,0,24,6,0,8,0,0,0,0,0,0,0,0,0,0,34,0,0,0,17,0,0,0,0,256,18,1,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,44,0,0,0,0,0,0,11,7,0,0,0,0,5,8,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCIB18",0,0,55,0,0,0,299,0,47,0,195,0,0,6,0,15,0,0,69,14,0,4,7,0,0,0,0,0,3,0,0,0,57,0,3,2,19,0,0,0,0,0,0,3,7,0,0,0,27,0,1,10,0,0,15,0,0,14,0,0,0,0,0,56,0,2,0,0,0,0,0,0,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCIC18",5,0,79,10,0,29,219,0,3,0,256,0,0,0,0,26,0,0,137,4,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1,0,0,1,0,0,0,1,43,0,0,0,36,1,0,4,1,0,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCID17",0,470,0,0,0,0,13,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,60,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCID18",0,0,2,4,0,89,168,0,0,0,17,0,0,0,0,8,0,0,12,13,0,11,16,0,1,0,0,0,0,0,0,0,27,0,0,0,1,0,1,1,0,0,0,4,6,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCIF18",2,0,17,471,3,43,77,0,0,0,120,0,0,1,0,0,0,0,36,2,0,1,0,0,0,0,0,0,2,0,0,0,53,1,0,0,8,0,0,1,0,0,0,1,16,0,0,0,36,0,0,7,0,0,8,0,0,0,0,0,0,0,4,51,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCOBa",0,0,0,4,0,48,51,0,0,0,4,0,0,0,0,43,0,0,35,7,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,7,0,0,57,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCOBb",0,0,0,2,0,59,42,0,0,0,9,0,0,1,0,33,0,0,30,2,0,2,17,0,0,0,0,0,3,0,0,0,9,0,1,0,15,0,0,0,0,0,66,0,30,0,0,25,1,12,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCOSa",0,0,0,1,0,6,71,0,0,0,84,0,0,0,0,245,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,19,0,0,0,0,1,16,1,42,0,0,20,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,63,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCOSc",0,0,0,0,3,19,15,0,0,0,11,0,0,0,0,45,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCPWasu23",13,49,7,185,55,0,22,3,0,0,74,0,2,0,0,15,10,0,42,0,4,0,142,0,7,0,0,0,13,0,0,0,40,0,11,41,49,0,0,0,13,3,64,2,10,0,0,0,16,17,0,2,0,0,1,1,0,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCPWasu6",24,0,2,44,9,0,28,0,138,0,178,0,6,0,0,71,0,0,106,0,0,0,0,0,2,0,0,0,35,0,0,0,3,0,7,2,131,0,0,0,0,5,16,7,9,0,0,0,24,0,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCSPb",0,31,0,3,0,26,51,0,0,0,75,0,7,28,30,94,0,0,131,22,0,0,0,0,1,0,0,0,10,0,0,0,11,0,68,0,85,0,0,0,0,0,167,0,23,0,0,0,42,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCSPtrans1",0,1,0,8,2,225,163,0,0,0,8,0,0,0,0,0,1,0,8,0,10,2,4,0,0,0,0,0,3,0,0,0,57,9,0,0,7,0,0,0,0,0,64,5,81,0,0,0,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCSSa16",0,4,0,5,1,3,120,131,0,0,47,1,1,75,0,3,12,0,2,68,0,0,11,0,24,0,9,11,0,0,0,0,115,15,0,0,0,2,4,11,0,13,9,1,2,0,0,0,25,0,0,26,0,1,10,7,0,0,0,0,7,0,0,1,0,1,0,2,0,0,0,1,1,0,1,1,0,0,0,2,9,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,4,9,1,2,1,0,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,6,0,0,0,2,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"waterCSSA17",0,0,0,0,0,0,170,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCSSb16",0,8,0,51,0,61,121,143,0,0,68,0,0,38,0,10,9,0,0,98,0,0,1,0,26,0,2,1,0,0,0,0,86,11,0,0,0,0,8,13,0,18,0,2,9,0,0,22,42,0,0,36,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCSSB17",0,0,0,5,0,72,20,0,0,0,13,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,63,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"waterCSSB18",0,14,13,55,3,35,60,0,0,0,109,0,0,0,0,41,9,0,0,20,0,0,33,0,0,0,0,0,0,0,0,0,115,7,36,0,0,0,0,0,0,0,0,0,100,0,0,0,36,0,0,12,0,0,22,0,0,0,0,8,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterCSSc16",0,7,0,23,0,35,76,109,0,0,55,1,0,82,1,24,15,0,0,39,0,0,8,0,30,0,13,12,0,0,0,0,101,36,0,0,0,0,3,7,0,2,6,0,10,0,0,0,36,0,0,30,0,0,4,9,0,0,0,3,7,0,0,0,0,1,0,0,0,0,0,0,4,0,5,0,0,0,0,4,6,0,0,0,0,0,0,7,5,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,5,0,8,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"waterCSSd16",0,18,0,9,5,0,85,108,0,0,101,0,0,139,0,16,19,0,0,35,1,0,4,0,51,0,11,5,0,0,0,0,81,15,0,0,0,0,1,7,0,13,2,0,6,0,0,0,27,0,0,17,0,0,6,7,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,5,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"waterCSSe16",0,4,0,114,6,0,68,71,0,0,18,1,0,38,0,10,20,0,8,12,0,0,5,0,44,0,22,22,0,0,0,0,96,22,0,0,0,0,10,9,0,3,15,0,11,0,0,0,12,0,0,15,0,3,13,16,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,5,10,0,0,0,0,0,0,14,5,0,0,0,2,0,0,0,1,3,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1
"waterCSSE18",0,11,0,172,1,0,44,0,11,0,49,0,0,9,0,33,6,0,26,18,0,4,19,0,0,0,0,0,0,0,0,0,19,7,5,0,3,0,0,0,0,0,0,1,9,0,0,0,27,0,6,1,1,0,16,0,0,6,0,3,1,0,25,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"waterCWBa",0,0,0,0,0,0,87,0,0,0,89,0,0,0,0,169,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,39,0,0,0,0,0,0,0,0,0,0,47,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,115,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"waterCWBb",0,0,0,8,0,9,61,0,0,0,63,0,0,0,0,168,0,0,19,10,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,25,0,0,0,0,0,16,0,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterGSEa",0,0,0,16,0,61,214,17,0,0,42,0,17,49,0,0,0,0,25,0,0,0,37,0,0,0,0,0,7,0,0,0,10,0,7,0,0,0,0,0,0,0,0,6,6,0,0,0,40,4,0,2,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterGSEa16",0,7,1,29,7,25,148,111,3,0,26,3,0,78,0,16,30,0,0,0,3,2,4,0,11,2,58,61,0,0,0,0,98,24,0,0,0,1,14,46,0,0,2,1,11,0,0,0,18,0,0,14,0,1,20,6,0,0,0,0,4,0,0,2,0,2,0,3,0,0,0,0,0,2,0,1,0,0,0,3,10,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,1,7,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"waterGSEb",0,0,0,0,5,314,100,103,1,0,14,0,5,22,0,24,0,0,9,0,1,0,29,0,5,0,5,22,0,0,0,0,31,7,1,0,0,0,2,1,0,0,23,1,1,0,0,0,12,0,0,5,14,0,3,16,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,18,2,0,0,3,0,0,0,0,2,3,0,0,3,0,7,0,0,6,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"waterGSEb16",1,5,0,38,4,28,115,76,4,0,26,1,0,115,0,19,32,0,0,0,3,0,4,0,20,0,34,49,0,0,0,0,103,21,0,0,0,0,28,33,0,0,11,1,9,0,0,0,21,0,0,6,1,1,30,2,0,0,0,0,2,0,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,10,2,0,0,0,5,0,0,0,7,22,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0
"waterGSEc",3,0,0,1,0,102,137,5,0,0,17,0,15,7,0,36,0,0,16,0,0,0,0,0,3,0,0,0,2,0,0,0,3,4,0,0,5,0,0,0,0,0,0,1,2,0,0,0,20,0,0,3,36,0,0,2,1,0,0,0,0,0,0,12,0,1,0,6,0,2,0,0,1,0,32,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterGSEc16",2,1,0,20,5,20,215,52,0,0,38,0,0,53,0,23,42,0,0,0,1,0,1,0,10,3,40,44,0,0,0,5,76,34,4,0,2,0,22,46,0,0,4,1,16,0,0,0,34,0,0,21,3,3,10,3,0,0,0,0,5,0,0,7,0,2,0,5,0,0,0,0,0,0,2,2,0,0,0,5,25,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,1,9,2,3,0,0,4,0,0,0,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"waterGSEd16",0,7,0,48,7,38,151,74,0,0,7,0,0,42,0,23,56,0,0,0,0,2,0,0,15,2,51,86,0,0,0,0,91,14,0,0,0,0,32,53,0,0,1,0,3,0,0,0,16,0,0,9,2,1,27,2,1,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,15,0,0,0,0,0,0,9,2,0,0,0,5,0,0,0,1,12,0,0,2,0,4,0,0,1,0,0,0,1,0,1,0,6,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"waterGSWa",46,0,0,3,4,13,113,10,0,0,24,0,58,14,0,100,0,0,23,0,0,0,1,0,4,3,0,0,3,0,0,0,0,0,5,0,21,0,0,0,0,0,83,0,10,0,0,0,3,2,6,3,24,0,0,0,0,0,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,30,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"waterGSWa16",0,19,0,119,3,61,101,35,3,0,71,0,0,151,0,5,40,0,0,1,0,0,7,0,14,0,15,13,0,0,0,0,65,10,3,0,0,0,9,19,0,0,12,0,8,0,0,0,7,1,0,8,0,18,6,1,0,0,0,0,6,0,0,3,0,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,25,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,9,40,2,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0
"waterGSWb",15,102,0,0,3,49,184,0,0,0,30,0,73,0,0,68,0,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,8,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
