"","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Accession"
"ASV155","Eukaryota","SAR","Alveolata","Dinoflagellata","Suessiaceae","Symbiodinium",NA,NA
"ASV156","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Skeletonema",NA,NA
"ASV159","Eukaryota","SAR","Rhizaria","Cercozoa","Novel_Clade_2","uncultured_eukaryote",NA,NA
"ASV160","Eukaryota","SAR","Alveolata","Apicomplexa","Archigregarinorida","Selenidium",NA,NA
"ASV161","Eukaryota","SAR","Alveolata","Ciliophora","Suctoria","Acineta",NA,NA
"ASV162","Eukaryota","SAR","Alveolata","Ciliophora","Nassophorea","Zosterodasys",NA,NA
"ASV166","Eukaryota","SAR","Alveolata","Ciliophora","Suctoria","Paracineta",NA,NA
"ASV177","Eukaryota","SAR","Alveolata","Protalveolata","Perkinsidae","Parvilucifera",NA,NA
"ASV180","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Pseudoperkinsidae","Pseudoperkinsus",NA,NA
"ASV193","Eukaryota","Cryptophyceae","Cryptomonadales","uncultured","uncultured_marine_eukaryote","uncultured_marine_eukaryote",NA,NA
"ASV201","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellales","Bathycoccus",NA,NA
"ASV203","Eukaryota","SAR","Stramenopiles","Ochrophyta","Fucales","Sargassum",NA,NA
"ASV206","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_II",NA,NA
"ASV218","Eukaryota","SAR","Stramenopiles","Ochrophyta","Fragilariales","Grammonema",NA,NA
"ASV220","Eukaryota","SAR","Rhizaria","Cercozoa","Protaspidae","Cryothecomonas",NA,NA
"ASV222","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Ichthyophonae","Pseudoperkinsidae",NA,NA
"ASV223","Eukaryota","SAR","Alveolata","Dinoflagellata","Thoracosphaeraceae","uncultured",NA,NA
"ASV229","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","Aplanochytrium",NA,NA
"ASV231","Eukaryota","SAR","Rhizaria","Cercozoa","Ebriacea","Ebria",NA,NA
"ASV237","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Chlamydomonadales","Oophila",NA,NA
"ASV243","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Craspedida","Salpingoecidae",NA,NA
"ASV245","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Ophiocordycipitaceae","Ophiocordyceps",NA,NA
"ASV247","Eukaryota","SAR","Rhizaria","Cercozoa","Protaspidae","Protaspis",NA,NA
"ASV250","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophysiales","Sinophysis",NA,NA
"ASV252","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","uncultured","uncultured_eukaryote",NA,NA
"ASV253","Eukaryota","SAR","Rhizaria","Cercozoa","Thecofilosea","uncultured",NA,NA
"ASV254","Eukaryota","SAR","Rhizaria","Cercozoa","Paradiniidae","Paradinium",NA,NA
"ASV259","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Thalassiosira",NA,NA
"ASV261","Eukaryota","SAR","Alveolata","Ciliophora","Peritrichia","Cothurnia",NA,NA
"ASV265","Eukaryota","SAR","Alveolata","Dinoflagellata","Peridiniales","Protoperidinium",NA,NA
"ASV271","Eukaryota","SAR","Alveolata","Dinoflagellata","Incertae_Sedis","Haplozoon",NA,NA
"ASV279","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Cylindrotheca",NA,NA
"ASV284","Eukaryota","SAR","Alveolata","Ciliophora","Peritrichia","Pseudovorticella",NA,NA
"ASV286","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Prasinophytae","Pycnococcus_sp._KMMCC_P-54",NA,NA
"ASV292","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Pseudo-nitzschia",NA,NA
"ASV293","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales_Group_III",NA,NA
"ASV300","Eukaryota","Picozoa","Picomonadida","Picomonadidae","Picomonas","Picobiliphyte_sp._MS584-5",NA,NA
"ASV302","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Labyrinthulaceae","Labyrinthula",NA,NA
"ASV304","Eukaryota","SAR","Alveolata","Apicomplexa","Gregarinasina","Eugregarinorida",NA,NA
"ASV310","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Novel_Clade_9",NA,NA
"ASV311","Eukaryota","SAR","Stramenopiles","Ochrophyta","Sarcinochrysidales","Aureoumbra",NA,NA
"ASV320","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Lobulomycetaceae","uncultured",NA,NA
"ASV323","Eukaryota","SAR","Alveolata","Dinoflagellata","Gonyaulacales","Neoceratium",NA,NA
"ASV324","Eukaryota","Incertae_Sedis","Telonema","uncultured_Telonema","uncultured_Telonema","uncultured_Telonema",NA,NA
"ASV327","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Navicula",NA,NA
"ASV331","Eukaryota","SAR","Stramenopiles","Ochrophyta","Pedinellales","Ciliophrys",NA,NA
"ASV334","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Pseudoperkinsidae","LKM51",NA,NA
"ASV342","Eukaryota","SAR","Alveolata","Dinoflagellata","Gonyaulacales","Thecadinium",NA,NA
"ASV343","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Gromochytriaceae","uncultured",NA,NA
"ASV352","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Stauroneis",NA,NA
"ASV354","Eukaryota","SAR","Rhizaria","Cercozoa","Novel_Clade_2","Uncultured_Cercozoa",NA,NA
"ASV357","Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysomerophyceae","Giraudyopsis",NA,NA
"ASV360","Eukaryota","SAR","Rhizaria","Cercozoa","Thaumatomonadidae","uncultured",NA,NA
"ASV363","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Salpingoecidae","Freshwater_Choanoflagellates_2",NA,NA
"ASV364","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Pyramimonadales","Pterosperma",NA,NA
"ASV365","Eukaryota","Excavata","Discoba","Jakobida","uncultured","Caprella_equilibra",NA,NA
"ASV367","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellales","Micromonas",NA,NA
"ASV369","Eukaryota","SAR","Alveolata","Ciliophora","Peritrichia","Zoothamnium",NA,NA
"ASV370","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Prasinophytae","uncultured_phytoplankton",NA,NA
"ASV372","Eukaryota","SAR","Alveolata","Ciliophora","Choreotrichia","Rimostrombidium",NA,NA
"ASV373","Eukaryota","SAR","Alveolata","Ciliophora","Choreotrichia","uncultured",NA,NA
"ASV382","Eukaryota","SAR","Rhizaria","Cercozoa","Incertae_Sedis","Metromonas",NA,NA
"ASV388","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellales","Ostreococcus",NA,NA
"ASV414","Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesium","Prymnesium_palpebrale",NA,NA
"ASV416","Eukaryota","SAR","Alveolata","Dinoflagellata","Thoracosphaeraceae","Scrippsiella",NA,NA
"ASV420","Eukaryota","SAR","Stramenopiles","Ochrophyta","Fragilariales","Staurosira",NA,NA
"ASV423","Eukaryota","SAR","Rhizaria","Cercozoa","Paulinellidae","Paulinella",NA,NA
"ASV426","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","uncultured",NA,NA
"ASV435","Eukaryota","SAR","Alveolata","Dinoflagellata","Gonyaulacales","Protoceratium",NA,NA
"ASV437","Eukaryota","SAR","Stramenopiles","Ochrophyta","Melosirids","Hyalodiscus",NA,NA
"ASV438","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodinium_clade","uncultured",NA,NA
"ASV440","Eukaryota","SAR","Alveolata","Apicomplexa","Eugregarinorida","Lankesteria",NA,NA
"ASV443","Eukaryota","SAR","Alveolata","Ciliophora","Peritrichia","Zoothamnopsis",NA,NA
"ASV447","Eukaryota","SAR","Alveolata","Ciliophora","Oligotrichia","uncultured",NA,NA
"ASV451","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Salpingoecidae","Salpingoeca",NA,NA
"ASV461","Eukaryota","SAR","Alveolata","Ciliophora","Choreotrichia","Salpingella",NA,NA
"ASV465","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Metschnikowiaceae","Clavispora-Candida_clade",NA,NA
"ASV467","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Abeoformidae","Marine_Ichthyosporeans_1",NA,NA
"ASV468","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Clade_VII","Subclade_B",NA,NA
"ASV480","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Chlorophyceae","uncultured_eukaryote",NA,NA
"ASV483","Eukaryota","Centrohelida","CV1-B1-93","uncultured_centroheliozoan","uncultured_centroheliozoan","uncultured_centroheliozoan",NA,NA
"ASV487","Eukaryota","SAR","Rhizaria","Cercozoa","Thaumatomonadidae","Allas",NA,NA
"ASV488","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Minutocellus",NA,NA
"ASV491","Eukaryota","SAR","Alveolata","Ciliophora","Scuticociliatia","Cohnilembus",NA,NA
"ASV494","Eukaryota","Incertae_Sedis","Telonema","uncultured_eukaryote","uncultured_eukaryote","uncultured_eukaryote",NA,NA
"ASV505","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","Spongospora",NA,NA
"ASV518","Eukaryota","SAR","Alveolata","Ciliophora","Choreotrichia","Tintinnopsis",NA,NA
"ASV527","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Incertae_Sedis","Sarocladium",NA,NA
"ASV528","Eukaryota","SAR","Rhizaria","Cercozoa","uncultured","Uncultured_Cercozoa",NA,NA
"ASV546","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Abeoformidae","Pirum",NA,NA
"ASV550","Eukaryota","SAR","Alveolata","Dinoflagellata","Peridiniphycidae","Thoracosphaeraceae",NA,NA
"ASV553","Eukaryota","Centrohelida","H15-6","uncultured_eukaryote","uncultured_eukaryote","uncultured_eukaryote",NA,NA
"ASV556","Eukaryota","SAR","Alveolata","Ciliophora","Choreotrichia","Pelagostrobilidium",NA,NA
"ASV560","Eukaryota","SAR","Alveolata","Ciliophora","Choreotrichia","Helicostomella",NA,NA
"ASV564","Eukaryota","SAR","Alveolata","Ciliophora","Cyrtophoria","Trochilia",NA,NA
"ASV566","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Stephanoecidae","Bicosta",NA,NA
"ASV572","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","Labyrinthuloides",NA,NA
"ASV575","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Haliphthoros","Haliphthoros_milfordensis",NA,NA
"ASV581","Eukaryota","SAR","Rhizaria","Cercozoa","Novel_Clade_Gran-3","Uncultured_Cercozoa",NA,NA
"ASV589","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Aspergillaceae","Penicillium",NA,NA
"ASV593","Eukaryota","SAR","Stramenopiles","Ochrophyta","Fragilariales","Grammatophora",NA,NA
"ASV603","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Amoebophrya",NA,NA
"ASV604","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Nitzschia",NA,NA
"ASV605","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Stephanoecidae","Diaphanoeca",NA,NA
"ASV607","Eukaryota","SAR","Rhizaria","Cercozoa","Chlorarachniophyta","NOR26",NA,NA
"ASV609","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Metschnikowiaceae","Metschnikowia",NA,NA
"ASV612","Eukaryota","SAR","Alveolata","Apicomplexa","Eugregarinorida","D4P07G01",NA,NA
"ASV616","Eukaryota","SAR","Alveolata","Apicomplexa","Novel_Apicomplexa_Class_2","Ancora_sagittata",NA,NA
"ASV627","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Chaetoceros",NA,NA
"ASV630","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Dothideomycetes","Pleosporales",NA,NA
"ASV639","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Dolichomastigales","Crustomastix",NA,NA
"ASV642","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","uncultured","uncultured_eukaryote",NA,NA
"ASV645","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Cladosporiaceae","Cladosporium",NA,NA
"ASV646","Eukaryota","SAR","Stramenopiles","Ochrophyta","Rhizosolenids","Proboscia",NA,NA
"ASV659","Eukaryota","SAR","Alveolata","Dinoflagellata","Suessiaceae","uncultured",NA,NA
"ASV660","Eukaryota","SAR","Stramenopiles","Ochrophyta","Fragilariales","Fragilaria",NA,NA
"ASV662","Eukaryota","SAR","Alveolata","Ciliophora","Haptoria","Spathidium",NA,NA
"ASV673","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Rhizopodaceae","Rhizopus",NA,NA
"ASV679","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodinium_clade","Gymnodinium",NA,NA
"ASV680","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Aspergillaceae","Aspergillus",NA,NA
"ASV682","Eukaryota","Cryptophyceae","Kathablepharidae","Leucocryptos","uncultured_eukaryote","uncultured_eukaryote",NA,NA
"ASV685","Eukaryota","Incertae_Sedis","Telonema","uncultured_marine_eukaryote","uncultured_marine_eukaryote","uncultured_marine_eukaryote",NA,NA
"ASV689","Eukaryota","SAR","Alveolata","Dinoflagellata","Kareniaceae","Karlodinium",NA,NA
"ASV692","Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Haptolina","Haptolina_cf._herdlensis",NA,NA
"ASV693","Eukaryota","SAR","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia",NA,NA
"ASV695","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","Thraustochytrium",NA,NA
"ASV701","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","uncultured_eukaryote",NA,NA
"ASV706","Eukaryota","SAR","Alveolata","Dinoflagellata","Thoracosphaeraceae","Stoeckeria",NA,NA
"ASV720","Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Imantonia","Imantonia_sp._RCC2298",NA,NA
"ASV725","Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesium","Prymnesium_minus",NA,NA
"ASV726","Eukaryota","SAR","Rhizaria","Cercozoa","uncultured","uncultured_marine_eukaryote",NA,NA
"ASV732","Eukaryota","SAR","Alveolata","Ciliophora","Prostomatea","Cryptocaryon",NA,NA
"ASV736","Eukaryota","SAR","Alveolata","Dinoflagellata","Peridiniales","Islandinium",NA,NA
"ASV740","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","uncultured","uncultured_stramenopile",NA,NA
"ASV745","Eukaryota","SAR","Alveolata","Dinoflagellata","Gonyaulacales","Gonyaulax",NA,NA
"ASV749","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Chytridiaceae","uncultured",NA,NA
"ASV750","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Halophytophthora","Halophytophthora_sp._P7166",NA,NA
"ASV756","Eukaryota","SAR","Alveolata","Ciliophora","Euplotia","Euplotes",NA,NA
"ASV760","Eukaryota","Cryptophyceae","Cryptomonadales","uncultured","Teleaulax_acuta","Teleaulax_acuta",NA,NA
"ASV763","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodinium_clade","Erythropsidinium",NA,NA
"ASV765","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Abeoformidae","Abeoforma",NA,NA
"ASV779","Eukaryota","Amoebozoa","Discosea","Flabellinia","Dactylopodida","Parvamoeba",NA,NA
"ASV785","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Cyphellophoraceae","Cyphellophora",NA,NA
"ASV789","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Pleurosigma",NA,NA
"ASV790","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Rhoicosphenia",NA,NA
"ASV792","Eukaryota","SAR","Stramenopiles","Ochrophyta","Chrysophyceae","uncultured",NA,NA
"ASV794","Eukaryota","SAR","Stramenopiles","MAST-1","MAST-1C","uncultured_eukaryote",NA,NA
"ASV800","Eukaryota","SAR","Rhizaria","Cercozoa","Peregriniidae","D2P04A09",NA,NA
"ASV801","Eukaryota","Haptophyta","Prymnesiophyceae","Phaeocystis","Phaeocystis_pouchetii","Phaeocystis_pouchetii",NA,NA
"ASV804","Eukaryota","SAR","Rhizaria","Cercozoa","Spongomonadida","Spongomonas",NA,NA
"ASV811","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Incertae_Sedis","Monodictys",NA,NA
"ASV813","Eukaryota","SAR","Stramenopiles","Ochrophyta","Fucales","Fucus",NA,NA
"ASV814","Eukaryota","SAR","Rhizaria","Cercozoa","Thaumatomonadidae","Thaumatomastix",NA,NA
"ASV830","Eukaryota","SAR","Stramenopiles","Ochrophyta","Melosirids","Paralia",NA,NA
"ASV832","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Prasinophytae","Pyramimonas_sp._RCC2009",NA,NA
"ASV834","Eukaryota","SAR","Alveolata","Dinoflagellata","Peridiniales","uncultured",NA,NA
"ASV838","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Amphora",NA,NA
"ASV840","Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysocampanula","Chrysocampanula_spinifera",NA,NA
"ASV843","Eukaryota","Picozoa","Picomonadida","uncultured_eukaryote","uncultured_eukaryote","uncultured_eukaryote",NA,NA
"ASV847","Eukaryota","SAR","Alveolata","Ciliophora","Euplotia","Aspidisca",NA,NA
"ASV858","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Haslea",NA,NA
"ASV863","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Cladophorales","Cladophora",NA,NA
"ASV864","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Saccharomycetaceae","Saccharomyces",NA,NA
"ASV867","Eukaryota","SAR","Alveolata","Dinoflagellata","uncultured","uncultured_dinoflagellate",NA,NA
"ASV869","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Halosphaeriaceae","Sigmoidea",NA,NA
"ASV877","Eukaryota","SAR","Rhizaria","Cercozoa","uncultured_eukaryote","uncultured_eukaryote",NA,NA
"ASV895","Eukaryota","SAR","Alveolata","Dinoflagellata","Peridiniphycidae","Peridiniales",NA,NA
"ASV898","Eukaryota","SAR","Alveolata","Ciliophora","Hypotrichia","Holosticha",NA,NA
"ASV905","Eukaryota","Opisthokonta","Holozoa","Metazoa_(Animalia)","Copepoda","Cyclopoida",NA,NA
"ASV915","Eukaryota","SAR","Alveolata","uncultured","uncultured_eukaryote","uncultured_eukaryote",NA,NA
"ASV919","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Stephanoecidae","Calliacantha",NA,NA
"ASV922","Eukaryota","SAR","Alveolata","Apicomplexa","Novel_Apicomplexa_Class_2","Gregarinasina_gen._sp._1_KCW-2013",NA,NA
"ASV924","Eukaryota","Excavata","Discoba","Discicristata","Diplonemea","Rhynchopus",NA,NA
"ASV939","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Prasinophytae","uncultured_marine_eukaryote",NA,NA
"ASV942","Eukaryota","SAR","Rhizaria","Cercozoa","Uncultured_Cercozoa","Uncultured_Cercozoa",NA,NA
"ASV952","Eukaryota","SAR","Alveolata","Ciliophora","Oligotrichia","Parallelostrombidium",NA,NA
"ASV956","Eukaryota","SAR","Alveolata","Ciliophora","Cyrtophoria","Dysteria",NA,NA
"ASV960","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","Aurantiochytrium_sp._BAFCcult_3532",NA,NA
"ASV964","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Ulotrichales","Hazenia",NA,NA
"ASV965","Eukaryota","SAR","Rhizaria","Cercozoa","Cryomonadida","Ventrifissuridae",NA,NA
"ASV980","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Arcocellulus",NA,NA
"ASV1008","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Rhizophydiaceae","Rhizophydium",NA,NA
"ASV1010","Eukaryota","SAR","Alveolata","Ciliophora","Oligotrichia","Spirostrombidium",NA,NA
"ASV1014","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Triceratium",NA,NA
"ASV1039","Eukaryota","SAR","Stramenopiles","MAST-2","uncultured_marine_eukaryote","uncultured_marine_eukaryote",NA,NA
"ASV1041","Eukaryota","SAR","Stramenopiles","MAST-4","uncultured_stramenopile","uncultured_stramenopile",NA,NA
"ASV1043","Eukaryota","SAR","Stramenopiles","Ochrophyta","Mediophyceae","Brockmanniella",NA,NA
"ASV1046","Eukaryota","SAR","Rhizaria","Cercozoa","Basal_Group_T","Uncultured_Cercozoa",NA,NA
"ASV1047","Eukaryota","SAR","Alveolata","Ciliophora","Heterotrichea","uncultured",NA,NA
"ASV1050","Eukaryota","Incertae_Sedis","Ancyromonadida","Ancyromonas","Planomonas_micra","Planomonas_micra",NA,NA
"ASV1072","Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","OLI51059","uncultured_eukaryote",NA,NA
"ASV1074","Eukaryota","SAR","Alveolata","Dinoflagellata","Incertae_Sedis","Blastodinium",NA,NA
"ASV1075","Eukaryota","Cryptophyceae","Kathablepharidae","Katablepharis","Katablepharis_japonica","Katablepharis_japonica",NA,NA
"ASV1082","Eukaryota","SAR","Alveolata","Protalveolata","Perkinsidae","A31",NA,NA
"ASV1088","Eukaryota","SAR","Alveolata","uncultured_eukaryote","uncultured_eukaryote","uncultured_eukaryote",NA,NA
"ASV1091","Eukaryota","SAR","Alveolata","Dinoflagellata","Thoracosphaeraceae","Pfiesteria",NA,NA
"ASV1102","Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","uncultured_eukaryote",NA,NA
"ASV1103","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","uncultured",NA,NA
"ASV1107","Eukaryota","SAR","Alveolata","Ciliophora","Litostomatea","Haptoria",NA,NA
"ASV1108","Eukaryota","SAR","Rhizaria","Cercozoa","uncultured","uncultured_Rhizaria",NA,NA
"ASV1141","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Cryptomycota","LKM11",NA,NA
"ASV1144","Eukaryota","Picozoa","uncultured_phototrophic_eukaryote","uncultured_phototrophic_eukaryote","uncultured_phototrophic_eukaryote","uncultured_phototrophic_eukaryote",NA,NA
"ASV1147","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","uncultured","uncultured_marine_eukaryote",NA,NA
"ASV1155","Eukaryota","Opisthokonta","Nucletmycea","Fungi","uncultured","uncultured_eukaryote",NA,NA
