"site","id","shoot.count","biomass","unknown.weight.shoots","microepiphyte.bulk","macroepiphyte.quad","drift","anchored","year","date","detritus","epibiont.taxon","epibiont","sheath.length","shoot.rep","blades","shoot.length","shoot.width","bryozoan.drift","alaria","branched brown","ceramium","corallina","cryptopleura","desmerestia","filamentous green","fucus","macrocystis","mastocarpus","plocamium","punctaria","pyropia","saccharina","ulva","unknown red","veg.count","flowering.count","smithora"
"pruth bay","3",17,5.04,NA,NA,NA,NA,NA,2017,2017-07-01,0.34,NA,NA,12.5,"3",5,49.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA
"pruth bay","4",19,6.73,NA,NA,NA,NA,NA,2017,2017-07-01,0.19,NA,NA,15.5,"3",4,59.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA
"pruth bay","5",7,1.28,NA,NA,NA,NA,NA,2017,2017-07-01,0.07,NA,NA,8,"3",5,30.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA
"pruth bay","6",29,6.37,NA,NA,NA,NA,NA,2017,2017-07-01,0.19,NA,NA,15,"3",5,54.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,NA
"pruth bay","7",9,3.62,NA,NA,NA,NA,NA,2017,2017-07-01,0.16,NA,NA,9.5,"3",4,35.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA
"pruth bay","8",11,3.04,NA,NA,NA,NA,NA,2017,2017-07-01,0.27,NA,NA,13.5,"3",5,45.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","9",24,4.68,NA,NA,NA,NA,NA,2017,2017-07-01,0.2,NA,NA,10.5,"3",5,46,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,NA
"sand spit","1",9,8.84,NA,NA,NA,NA,NA,2017,2017-07-02,10.8,NA,NA,34.2,"3",4,60,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-1.15
"sand spit","2",6,7.75,NA,NA,NA,NA,NA,2017,2017-07-02,0.21,NA,NA,31.6,"3",3,145,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-0.89
"sand spit","3",9,18.11,NA,NA,NA,NA,NA,2017,2017-07-02,2.82,NA,NA,42,"3",3,206.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-3.4
"sand spit","4",9,9.36,NA,NA,NA,NA,NA,2017,2017-07-02,2.5,NA,NA,29,"3",4,124,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-1.38
"sand spit","5",11,12.8,NA,NA,NA,NA,NA,2017,2017-07-02,0.3,NA,NA,28,"3",5,127.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,-1.81
"sand spit","6",9,7.59,NA,NA,NA,NA,NA,2017,2017-07-02,NA,NA,NA,4,"3",4,159,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-0.52
"sand spit","7",5,5.54,NA,NA,NA,NA,NA,2017,2017-07-02,0.51,NA,NA,20.5,"3",4,88,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-4.93
"sand spit","8",5,4.46,NA,NA,NA,NA,NA,2017,2017-07-02,0.06,NA,NA,24,"3",3,90,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"sand spit","9",16,12.42,NA,NA,NA,NA,NA,2017,2017-07-02,0.14,NA,NA,11.5,"3",2,48,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,-1.88
"triquet north","1",2,4.66,NA,NA,NA,NA,NA,2017,2017-06-29,0.19,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","2",5,5.82,NA,NA,NA,NA,NA,2017,2017-06-29,0.83,NA,NA,11,"3",3,31,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"triquet north","3",7,6.13,NA,NA,NA,NA,NA,2017,2017-06-29,0.17,NA,NA,17,"3",6,77,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA
"triquet north","4",2,3.12,NA,NA,NA,NA,NA,2017,2017-06-29,0.12,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","5",6,9.52,NA,NA,NA,NA,NA,2017,2017-06-29,1.62,NA,NA,22,"3",6,107,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA
"triquet north","6",3,2.64,NA,NA,NA,NA,NA,2017,2017-06-29,0.16,NA,NA,20.2,"3",6,79,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA
"triquet north","7",2,4.83,NA,NA,NA,NA,NA,2017,2017-06-29,0.0900000000000001,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","8",4,4.41,NA,NA,NA,NA,NA,2017,2017-06-29,0.13,NA,NA,20,"3",5,117,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"triquet north","9",4,2.35,NA,NA,NA,NA,NA,2017,2017-06-29,0.14,NA,NA,4,"3",2,174,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"triquet bay","1",12,8.33,NA,NA,NA,NA,NA,2017,2017-06-29,0.98,NA,NA,11.5,"3",5,40,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA
"triquet bay","2",11,9.63,NA,NA,NA,NA,NA,2017,2017-06-29,0.75,NA,NA,13.6,"3",5,56,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"triquet bay","3",12,5.3,NA,NA,NA,NA,NA,2017,2017-06-29,0.24,NA,NA,13.8,"3",6,53.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA
"triquet bay","4",12,NA,NA,NA,NA,NA,NA,2017,2017-06-29,0.48,NA,NA,29,"3",5,113,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA
"triquet bay","5",15,NA,NA,NA,NA,NA,NA,2017,2017-06-29,NA,NA,NA,21.8,"3",6,80,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA
"triquet bay","6",17,11.95,NA,NA,NA,NA,NA,2017,2017-06-29,0.6,NA,NA,21,"3",5,103,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA
"triquet bay","7",9,6.74,NA,NA,NA,NA,NA,2017,2017-06-29,0.64,NA,NA,17,"3",3,72,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA
"triquet bay","8",8,8.34,NA,NA,NA,NA,NA,2017,2017-06-29,0.63,NA,NA,18,"3",5,70,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA
"triquet bay","9",11,6.49,NA,NA,NA,NA,NA,2017,2017-06-29,0.5,NA,NA,13,"3",5,67,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth pocket","1",22,3.48,NA,NA,NA,NA,NA,2017,2017-07-05,0.44,NA,NA,7,"4",4,29.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,NA
"pruth pocket","2",15,1.18,NA,NA,NA,NA,NA,2017,2017-07-05,0.72,NA,NA,6.4,"4",4,45.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA
"pruth pocket","3",24,1.74,NA,NA,NA,NA,NA,2017,2017-07-05,0.38,NA,NA,5.4,"4",4,39.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,NA
"pruth pocket","4",19,2.3,NA,NA,NA,NA,NA,2017,2017-07-05,0.5,NA,NA,5.3,"4",4,21.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA
"pruth pocket","5",18,1.75,NA,NA,NA,NA,NA,2017,2017-07-05,0.92,NA,NA,5.9,"4",4,18.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,NA
"pruth pocket","6",22,1.62,NA,NA,NA,NA,NA,2017,2017-07-05,0.36,NA,NA,8,"4",4,39.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA
"pruth pocket","7",39,6.55,NA,NA,NA,NA,NA,2017,2017-07-05,2.74,NA,NA,7.8,"4",4,32.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,NA
"pruth pocket","8",23,5.76,NA,NA,NA,NA,NA,2017,2017-07-05,2.02,NA,NA,4.9,"4",3,15.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,NA
"pruth pocket","9",22,1.52,NA,NA,NA,NA,NA,2017,2017-07-05,0.17,NA,NA,5.4,"4",3,27.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA
"inner choked i5","1",4,2.5,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,24.8,"4",3,106,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-0.55
"inner choked i5","2",5,8.06,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,7.1,"4",4,60.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-12.75
"inner choked i5","3",3,5.75,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,-7.03
"inner choked i5","4",6,10.43,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,8.7,"4",2,36.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-5.47
"inner choked i5","5",5,10.24,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,33.9,"4",3,151.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-9.49
"inner choked i5","6",6,10.48,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,30.4,"4",3,96.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-7.75
"inner choked i5","7",4,3.71,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,11,"4",4,44,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-8.69
"inner choked i5","8",4,4.59,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,18.1,"4",4,84.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-6.52
"inner choked i5","9",5,9.69,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,22,"4",3,75,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-5.85
"pruth bay","1",11,4.1,NA,NA,NA,NA,NA,2017,2017-07-01,0.38,NA,NA,16,"4",6,65,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","2",11,5.11,NA,NA,NA,NA,NA,2017,2017-07-01,0.22,NA,NA,19,"4",4,32,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","3",17,5.04,NA,NA,NA,NA,NA,2017,2017-07-01,0.34,NA,NA,12,"4",5,49.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA
"pruth bay","4",19,6.73,NA,NA,NA,NA,NA,2017,2017-07-01,0.19,NA,NA,13,"4",6,59.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA
"pruth bay","5",7,1.28,NA,NA,NA,NA,NA,2017,2017-07-01,0.07,NA,NA,6,"4",4,30.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA
"pruth bay","6",29,6.37,NA,NA,NA,NA,NA,2017,2017-07-01,0.19,NA,NA,12,"4",5,54.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,NA
"pruth bay","7",9,3.62,NA,NA,NA,NA,NA,2017,2017-07-01,0.16,NA,NA,27.8,"4",5,35.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA
"pruth bay","8",11,3.04,NA,NA,NA,NA,NA,2017,2017-07-01,0.27,NA,NA,11.5,"4",5,45.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","9",24,4.68,NA,NA,NA,NA,NA,2017,2017-07-01,0.2,NA,NA,31,"4",5,46,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,NA
"sand spit","1",9,8.84,NA,NA,NA,NA,NA,2017,2017-07-02,10.8,NA,NA,26.2,"4",3,120,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-1.15
"sand spit","2",6,7.75,NA,NA,NA,NA,NA,2017,2017-07-02,0.21,NA,NA,31,"4",4,141,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-0.89
"sand spit","3",9,18.11,NA,NA,NA,NA,NA,2017,2017-07-02,2.82,NA,NA,13,"4",2,44.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-3.4
"sand spit","4",9,9.36,NA,NA,NA,NA,NA,2017,2017-07-02,2.5,NA,NA,34,"4",4,114,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-1.38
"sand spit","5",11,12.8,NA,NA,NA,NA,NA,2017,2017-07-02,0.3,NA,NA,27,"4",4,116,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,-1.81
"sand spit","6",9,7.59,NA,NA,NA,NA,NA,2017,2017-07-02,NA,NA,NA,21,"4",4,105,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-0.52
"sand spit","7",5,5.54,NA,NA,NA,NA,NA,2017,2017-07-02,0.51,NA,NA,7,"4",3,27,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-4.93
"sand spit","8",5,4.46,NA,NA,NA,NA,NA,2017,2017-07-02,0.06,NA,NA,24,"4",4,87.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"sand spit","9",16,12.42,NA,NA,NA,NA,NA,2017,2017-07-02,0.14,NA,NA,29,"4",4,109,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,-1.88
"triquet north","1",2,4.66,NA,NA,NA,NA,NA,2017,2017-06-29,0.19,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","2",5,5.82,NA,NA,NA,NA,NA,2017,2017-06-29,0.83,NA,NA,16,"4",5,59,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"triquet north","3",7,6.13,NA,NA,NA,NA,NA,2017,2017-06-29,0.17,NA,NA,9.5,"4",6,33.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA
"triquet north","4",2,3.12,NA,NA,NA,NA,NA,2017,2017-06-29,0.12,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","5",6,9.52,NA,NA,NA,NA,NA,2017,2017-06-29,1.62,NA,NA,18.5,"4",6,78,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA
"triquet north","6",3,2.64,NA,NA,NA,NA,NA,2017,2017-06-29,0.16,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA
"triquet north","7",2,4.83,NA,NA,NA,NA,NA,2017,2017-06-29,0.0900000000000001,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","8",4,4.41,NA,NA,NA,NA,NA,2017,2017-06-29,0.13,NA,NA,7,"4",4,35,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"triquet north","9",4,2.35,NA,NA,NA,NA,NA,2017,2017-06-29,0.14,NA,NA,5.1,"4",3,23.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"triquet bay","1",12,8.33,NA,NA,NA,NA,NA,2017,2017-06-29,0.98,NA,NA,10,"4",4,34,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA
"triquet bay","2",11,9.63,NA,NA,NA,NA,NA,2017,2017-06-29,0.75,NA,NA,15,"4",6,52.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"triquet bay","3",12,5.3,NA,NA,NA,NA,NA,2017,2017-06-29,0.24,NA,NA,5.5,"4",4,20,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA
"triquet bay","4",12,NA,NA,NA,NA,NA,NA,2017,2017-06-29,0.48,NA,NA,18,"4",5,66,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA
"triquet bay","5",15,NA,NA,NA,NA,NA,NA,2017,2017-06-29,NA,NA,NA,10,"4",5,34,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA
"triquet bay","6",17,11.95,NA,NA,NA,NA,NA,2017,2017-06-29,0.6,NA,NA,10,"4",5,40,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA
"triquet bay","7",9,6.74,NA,NA,NA,NA,NA,2017,2017-06-29,0.64,NA,NA,20.4,"4",5,72,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA
"triquet bay","8",8,8.34,NA,NA,NA,NA,NA,2017,2017-06-29,0.63,NA,NA,19.5,"4",5,81,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA
"triquet bay","9",11,6.49,NA,NA,NA,NA,NA,2017,2017-06-29,0.5,NA,NA,13,"4",5,39,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth pocket","1",22,3.48,NA,NA,NA,NA,NA,2017,2017-07-05,0.44,NA,NA,8,"5",5,39,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,NA
"pruth pocket","2",15,1.18,NA,NA,NA,NA,NA,2017,2017-07-05,0.72,NA,NA,8,"5",3,54.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA
"pruth pocket","3",24,1.74,NA,NA,NA,NA,NA,2017,2017-07-05,0.38,NA,NA,7.8,"5",3,28.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,NA
"pruth pocket","4",19,2.3,NA,NA,NA,NA,NA,2017,2017-07-05,0.5,NA,NA,3.3,"5",3,11,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA
"pruth pocket","5",18,1.75,NA,NA,NA,NA,NA,2017,2017-07-05,0.92,NA,NA,5.2,"5",4,14.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,NA
"pruth pocket","6",22,1.62,NA,NA,NA,NA,NA,2017,2017-07-05,0.36,NA,NA,3.8,"5",2,10.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA
"pruth pocket","7",39,6.55,NA,NA,NA,NA,NA,2017,2017-07-05,2.74,NA,NA,5.6,"5",2,25.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,NA
"pruth pocket","8",23,5.76,NA,NA,NA,NA,NA,2017,2017-07-05,2.02,NA,NA,5.2,"5",3,18.4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,NA
"pruth pocket","9",22,1.52,NA,NA,NA,NA,NA,2017,2017-07-05,0.17,NA,NA,5.4,"5",5,27.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA
"inner choked i5","1",4,2.5,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-0.55
"inner choked i5","2",5,8.06,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,8.2,"5",3,22.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-12.75
"inner choked i5","3",3,5.75,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,-7.03
"inner choked i5","4",6,10.43,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,26.5,"5",4,103.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-5.47
"inner choked i5","5",5,10.24,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,17.8,"5",3,85.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-9.49
"inner choked i5","6",6,10.48,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,13.6,"5",5,63.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-7.75
"inner choked i5","7",4,3.71,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-8.69
"inner choked i5","8",4,4.59,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-6.52
"inner choked i5","9",5,9.69,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,34.2,"5",5,135,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-5.85
"pruth bay","1",11,4.1,NA,NA,NA,NA,NA,2017,2017-07-01,0.38,NA,NA,13.5,"5",5,60,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","2",11,5.11,NA,NA,NA,NA,NA,2017,2017-07-01,0.22,NA,NA,15,"5",4,77,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","3",17,5.04,NA,NA,NA,NA,NA,2017,2017-07-01,0.34,NA,NA,18.6,"5",5,36.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA
"pruth bay","4",19,6.73,NA,NA,NA,NA,NA,2017,2017-07-01,0.19,NA,NA,18,"5",6,73.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA
"pruth bay","5",7,1.28,NA,NA,NA,NA,NA,2017,2017-07-01,0.07,NA,NA,5,"5",6,24,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA
