"","chkd_s_6","chkd_s_5","chkd_s_4","chkd_s_3","chkd_s_2","chkd_s_1","chkd_nn_","chkd_nn_.1","chkd_nn_.2","chkd_n_2","chkd_n_1","chkd_n_0","gs_sth_s_6","gs_sth_s_5","gs_sth_s_4","gs_sth_s_3","gs_sth_s_2","gs_sth_s_1","gs_sth_w_6","gs_sth_w_5","gs_sth_w_4","gs_sth_w_3","gs_sth_w_2","gs_sth_w_1","mcmllns_n_6","mcmllns_n_5","mcmllns_n_4","mcmllns_n_3","mcmllns_n_2","mcmllns_n_1","mcmllns_s_6","mcmllns_s_5","mcmllns_s_4","mcmllns_s_3","mcmllns_s_2","mcmllns_s_1","trqt_n_6","trqt_n_5","trqt_n_4","trqt_n_3","trqt_n_2","trqt_n_1","trqt_s_6","trqt_s_5","trqt_s_4","trqt_s_3","trqt_s_2","trqt_s_1"
"mcmllns_s_5","0.516333333333333","0.759","0.474333333333333","0.916","0.436333333333333","0.759","0.610333333333333","0.630333333333333","0.687","0.528666666666667","0.519","0.506666666666667","0.547666666666667","0.488333333333333","0.490333333333333","0.422333333333333","0.399333333333333","0.435666666666667","0.509","0.493","0.523","0.490666666666667","0.592","0.490333333333333","0.356","0.385","0.348333333333333","0.394333333333333","0.318666666666667","0.462333333333333","0.266","0","","","","","","","","","","","","","","","",""
"mcmllns_s_4","0.556","0.772","0.506","0.937666666666667","0.472333333333333","0.763333333333333","0.637","0.653333333333333","0.717666666666667","0.563","0.572333333333333","0.539","0.502333333333333","0.453","0.490333333333333","0.446333333333333","0.375333333333333","0.472","0.534","0.456","0.552","0.489666666666667","0.588","0.538","0.332333333333333","0.383666666666667","0.308666666666667","0.357","0.31","0.422666666666667","0.268333333333333","0.192","0","","","","","","","","","","","","","","",""
"mcmllns_s_3","0.63","0.813333333333333","0.557333333333333","0.925666666666667","0.514333333333333","0.789","0.699666666666667","0.696333333333333","0.754333333333333","0.595","0.639","0.612333333333333","0.552","0.503666666666667","0.515333333333333","0.491333333333333","0.460333333333333","0.541","0.579666666666667","0.468333333333333","0.585666666666667","0.518333333333333","0.634666666666667","0.580333333333333","0.357333333333333","0.387666666666667","0.311","0.32","0.312666666666667","0.416","0.333666666666667","0.297333333333333","0.196666666666667","0","","","","","","","","","","","","","",""
"mcmllns_s_2","0.562","0.824333333333333","0.512","0.932666666666667","0.457333333333333","0.808","0.609333333333333","0.617","0.687","0.587","0.544666666666667","0.562","0.557666666666667","0.475666666666667","0.457666666666667","0.410666666666667","0.395666666666667","0.428","0.469333333333333","0.444666666666667","0.524666666666667","0.453","0.502666666666667","0.447333333333333","0.404666666666667","0.436","0.428","0.476","0.424","0.521333333333333","0.217666666666667","0.262","0.302","0.368333333333333","0","","","","","","","","","","","","",""
"mcmllns_s_1","0.550333333333333","0.785","0.512666666666667","0.923333333333333","0.461333333333333","0.767666666666667","0.647666666666667","0.639","0.697666666666667","0.581","0.541","0.586666666666667","0.555666666666667","0.471666666666667","0.501666666666667","0.414","0.402666666666667","0.418666666666667","0.523333333333333","0.471","0.567","0.526666666666667","0.59","0.543333333333333","0.335","0.364","0.311","0.371666666666667","0.334","0.412333333333333","0.287333333333333","0.232333333333333","0.224666666666667","0.258333333333333","0.289","0","","","","","","","","","","","",""
"trqt_n_6","0.554666666666667","0.741666666666667","0.554","0.959333333333333","0.460333333333333","0.744","0.548","0.591666666666667","0.609666666666667","0.472333333333333","0.423","0.455","0.625","0.514666666666667","0.531666666666667","0.462666666666667","0.450333333333333","0.409","0.552","0.541","0.606333333333333","0.531","0.606333333333333","0.586333333333333","0.409666666666667","0.422","0.425333333333333","0.467","0.420666666666667","0.507666666666667","0.399","0.377666666666667","0.410333333333333","0.449","0.437666666666667","0.393","0","","","","","","","","","","",""
"trqt_n_5","0.688333333333333","0.857","0.666666666666667","0.942","0.642333333333333","0.863666666666667","0.724333333333333","0.751","0.775333333333333","0.584","0.681","0.620666666666667","0.541666666666667","0.492333333333333","0.596333333333333","0.587333333333333","0.524333333333333","0.581666666666667","0.571666666666667","0.454666666666667","0.549666666666667","0.514","0.597666666666667","0.552","0.488","0.540333333333333","0.461","0.465333333333333","0.474666666666667","0.483666666666667","0.456","0.435333333333333","0.406333333333333","0.399333333333333","0.507666666666667","0.474","0.461666666666667","0","","","","","","","","","",""
"trqt_n_4","0.592666666666667","0.779666666666667","0.588666666666667","0.947","0.485","0.782666666666667","0.589333333333333","0.615","0.633333333333333","0.530666666666667","0.544666666666667","0.523","0.549333333333333","0.438333333333333","0.482333333333333","0.438","0.371333333333333","0.438333333333333","0.513333333333333","0.450666666666667","0.584","0.472333333333333","0.574666666666667","0.563666666666667","0.419333333333333","0.371666666666667","0.402666666666667","0.406","0.382666666666667","0.466","0.370333333333333","0.334333333333333","0.351666666666667","0.377","0.413333333333333","0.371333333333333","0.276333333333333","0.369333333333333","0","","","","","","","","",""
"trqt_n_3","0.574333333333333","0.745333333333333","0.474","0.910666666666667","0.495666666666667","0.735333333333333","0.583333333333333","0.688333333333333","0.696333333333333","0.467333333333333","0.487","0.469666666666667","0.646333333333333","0.551666666666667","0.476333333333333","0.497666666666667","0.569","0.508","0.478333333333333","0.573333333333333","0.605333333333333","0.515","0.662333333333333","0.547666666666667","0.471666666666667","0.540333333333333","0.519333333333333","0.483","0.485","0.601666666666667","0.521666666666667","0.449333333333333","0.474333333333333","0.507666666666667","0.519","0.503666666666667","0.440333333333333","0.541666666666667","0.489","0","","","","","","","",""
"trqt_n_2","0.634","0.793666666666667","0.591","0.937333333333333","0.488666666666667","0.776333333333333","0.603333333333333","0.614","0.637666666666667","0.629333333333333","0.599333333333333","0.592666666666667","0.518333333333333","0.431","0.485","0.431","0.459","0.435666666666667","0.492666666666667","0.417666666666667","0.571","0.517333333333333","0.552","0.549333333333333","0.420666666666667","0.374333333333333","0.359666666666667","0.367666666666667","0.396333333333333","0.427","0.445333333333333","0.396333333333333","0.393666666666667","0.395","0.447","0.367666666666667","0.369333333333333","0.402333333333333","0.209333333333333","0.522333333333333","0","","","","","","",""
"trqt_n_1","0.544333333333333","0.777","0.547666666666667","0.953333333333333","0.498333333333333","0.780333333333333","0.564666666666667","0.653","0.666333333333333","0.498666666666667","0.492","0.468333333333333","0.59","0.492666666666667","0.489","0.431","0.435666666666667","0.430333333333333","0.500666666666667","0.516333333333333","0.532","0.516333333333333","0.578","0.495333333333333","0.440333333333333","0.466666666666667","0.471333333333333","0.500666666666667","0.458333333333333","0.565","0.310333333333333","0.324666666666667","0.367666666666667","0.434666666666667","0.357333333333333","0.414666666666667","0.286666666666667","0.453333333333333","0.301","0.384333333333333","0.389666666666667","0","","","","","",""
"trqt_s_6","0.604333333333333","0.802333333333333","0.568333333333333","0.951","0.496333333333333","0.789","0.583","0.566","0.626666666666667","0.672333333333333","0.567666666666667","0.583","0.558333333333333","0.462","0.524333333333333","0.391333333333333","0.429666666666667","0.358666666666667","0.460666666666667","0.407333333333333","0.555333333333333","0.52","0.507333333333333","0.515","0.43","0.439","0.471666666666667","0.519666666666667","0.457","0.531666666666667","0.385666666666667","0.398","0.451333333333333","0.509","0.356333333333333","0.396666666666667","0.423333333333333","0.544666666666667","0.387","0.568666666666667","0.354333333333333","0.44","0","","","","",""
"trqt_s_5","0.634666666666667","0.817","0.601666666666667","0.923666666666667","0.529666666666667","0.799333333333333","0.627333333333333","0.625333333333333","0.672666666666667","0.638333333333333","0.601333333333333","0.616","0.439666666666667","0.388666666666667","0.501666666666667","0.456","0.423333333333333","0.43","0.491666666666667","0.334666666666667","0.503666666666667","0.483","0.492666666666667","0.488","0.421333333333333","0.429","0.392333333333333","0.450333333333333","0.418666666666667","0.475","0.400666666666667","0.375666666666667","0.372333333333333","0.389","0.376333333333333","0.361333333333333","0.402333333333333","0.404333333333333","0.309333333333333","0.556333333333333","0.276666666666667","0.430666666666667","0.285666666666667","0","","","",""
"trqt_s_4","0.604666666666667","0.784666666666667","0.567333333333333","0.946","0.502333333333333","0.760666666666667","0.529333333333333","0.491666666666667","0.510333333333333","0.674333333333333","0.568333333333333","0.564666666666667","0.603","0.503","0.546","0.328333333333333","0.454333333333333","0.337333333333333","0.487","0.476333333333333","0.627666666666667","0.557","0.575666666666667","0.587333333333333","0.404","0.421666666666667","0.449666666666667","0.487","0.429333333333333","0.512666666666667","0.439333333333333","0.432","0.457333333333333","0.529666666666667","0.398","0.408333333333333","0.405","0.572333333333333","0.398333333333333","0.548666666666667","0.390666666666667","0.454333333333333","0.242666666666667","0.358","0","","",""
"trqt_s_3","0.611","0.831333333333333","0.577666666666667","0.936","0.505333333333333","0.812333333333333","0.624666666666667","0.636333333333333","0.675333333333333","0.627333333333333","0.579","0.603333333333333","0.632333333333333","0.532333333333333","0.511333333333333","0.442","0.463333333333333","0.413","0.470666666666667","0.496","0.581333333333333","0.513666666666667","0.545333333333333","0.522666666666667","0.457666666666667","0.443666666666667","0.491","0.535333333333333","0.466333333333333","0.571666666666667","0.412333333333333","0.403666666666667","0.472","0.496333333333333","0.360333333333333","0.388333333333333","0.470333333333333","0.574333333333333","0.442","0.570666666666667","0.441666666666667","0.465333333333333","0.269333333333333","0.377666666666667","0.289666666666667","0","",""
"trqt_s_2","0.487333333333333","0.592666666666667","0.510666666666667","0.914","0.329333333333333","0.581","0.352666666666667","0.413333333333333","0.446666666666667","0.635333333333333","0.354333333333333","0.462333333333333","0.629333333333333","0.507","0.468333333333333","0.466","0.449333333333333","0.425","0.491666666666667","0.553","0.644333333333333","0.485","0.588333333333333","0.556","0.437333333333333","0.52","0.483","0.547","0.519","0.561666666666667","0.506333333333333","0.457666666666667","0.502666666666667","0.566","0.438","0.476333333333333","0.491","0.642333333333333","0.483","0.531666666666667","0.524666666666667","0.479666666666667","0.479666666666667","0.5","0.456666666666667","0.471666666666667","0",""
"trqt_s_1","0.867666666666667","0.933333333333333","0.905666666666667","0.843666666666667","0.905","0.889333333333333","0.89","0.885333333333333","0.907","0.914","0.914666666666667","0.921666666666667","0.906","0.916666666666667","0.913666666666667","0.929666666666667","0.921","0.93","0.901333333333333","0.901666666666667","0.903","0.896666666666667","0.906333333333333","0.904666666666667","0.916666666666667","0.928","0.906333333333333","0.906333333333333","0.900333333333333","0.907666666666667","0.928","0.895","0.914666666666667","0.911333333333333","0.912","0.907666666666667","0.936666666666667","0.907333333333333","0.913","0.913666666666667","0.905","0.926666666666667","0.930666666666667","0.903","0.935333333333333","0.929","0.902","0"
