Cast PK,File PK,Hakai_ID,Filename,CTD model,CTD serial number,CTD firmware version,Cruise,Station,Station Longitude,Station Latitude,Distance from station,Location Flag,Drop number,Start time,Drop time (s),Drop depth (m),Target depth (m),Drop speed (m/s),Bottom time,Operators,Comments,Cast Type,Sensors Submerged,Water Depth (m),Soak Start,Soak End,Weather
11983,4822,018066_2018-05-01T20:05:40.000Z,018066_20180501_1437,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,34.99366949,,1,2018-05-01 13:05:40.000,15,10.72083809,10,0.722720784,2018-05-01 13:05:54.834,"chris.osullivan,eva.jordison,lucy.quayle",,,,,Invalid date,Invalid date,
12196,4931,018066_2018-05-29T20:05:05.167Z,018066_20180529_1601,XRX-620,18066,6.81,"QCS_V1,QCS_V2",KFPS08,-128.1243,51.6803,48.61234078,,1,2018-05-29 13:05:05.167,9,9.841276851,10,1.157796706,2018-05-29 13:05:13.667,"brent.rayner,bryn.fedje,chris.osullivan",,,,,Invalid date,Invalid date,
12197,4931,018066_2018-05-29T20:18:33.834Z,018066_20180529_1601,XRX-620,18066,6.81,"QCS_V2,QCS_V1",KFPS04,-128.1171,51.6796,20.72205252,,2,2018-05-29 13:18:35.000,9,9.811251887,10,1.070279566,2018-05-29 13:18:44.167,"brent.rayner,bryn.fedje,chris.osullivan",,,,,Invalid date,Invalid date,
12421,5034,018066_2018-06-22T18:18:59.166Z,018066_20180622_1243,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,63.75067903,,2,2018-06-22 11:19:02.500,9,9.617401821,10,1.049133053,2018-06-22 11:19:11.667,"brent.rayner,chris.mackenzie,lucy.quayle",,,,,Invalid date,Invalid date,
12422,5034,018066_2018-06-22T18:25:27.000Z,018066_20180622_1243,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,11.20766791,,1,2018-06-22 11:25:28.833,8,9.097199995,10,1.091706816,2018-06-22 11:25:37.166,"brent.rayner,chris.mackenzie,lucy.quayle",,,,,Invalid date,Invalid date,
12667,5104,018066_2018-07-18T21:20:55.667Z,018066_20180718_1602,XRX-620,18066,6.81,"MACRO_MGEO,QCS_V2",KFPS04,-128.1171,51.6796,123.2880729,,2,2018-07-18 14:20:55.833,6,4.467075232,5,0.812195446,2018-07-18 14:21:01.333,"emma.myers,eva.jordison,neha.acharyapatel",,,,,Invalid date,Invalid date,
12668,5104,018066_2018-07-18T21:28:04.333Z,018066_20180718_1602,XRX-620,18066,6.81,"QCS_V2,MACRO_MGEO",KFPS08,-128.1243,51.6803,13.91962742,,1,2018-07-18 14:28:04.333,7,4.157138868,5,0.608391056,2018-07-18 14:28:11.166,"emma.myers,eva.jordison,neha.acharyapatel",,,,,Invalid date,Invalid date,
12952,5199,018066_2018-08-29T19:23:35.501Z,018066_20180829_1503,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,120.8608516,,1,2018-08-29 12:23:35.501,8,8.056895631,9,0.947981785,2018-08-29 12:23:44.000,"brent.rayner,eva.jordison,lucy.quayle",,,,,Invalid date,Invalid date,
12953,5199,018066_2018-08-29T19:34:16.167Z,018066_20180829_1503,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,31.39228945,,1,2018-08-29 12:34:16.333,9,9.170692209,10,1.038113274,2018-08-29 12:34:25.167,"brent.rayner,eva.jordison,lucy.quayle",,,,,Invalid date,Invalid date,
13047,5230,018066_2018-09-17T18:17:01.333Z,018066_20180917_1236,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,27.83920148,,1,2018-09-17 11:17:01.333,10,9.6202699,10,0.95,2018-09-17 11:17:11.000,"brent.rayner,emma.myers,lucy.quayle",,Dynamic,Full,,Invalid date,Invalid date,"{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
13048,5230,018066_2018-09-17T18:23:47.167Z,018066_20180917_1236,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,38.261081,,1,2018-09-17 11:23:47.167,12,13.0295202,13,1.08,2018-09-17 11:23:59.000,"brent.rayner,emma.myers,lucy.quayle",,Dynamic,Full,,Invalid date,Invalid date,"{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
